Unnamed: 0,latitude,longitude,mall_name,shop
156,1.35348088326126,103.878828409594,UPPER SERANGOON SHOPPING CENTRE,mall
157,1.31978949204526,103.844033569199,VELOCITY,mall
158,1.43075765633744,103.793852610387,VISTA POINT,mall
159,1.26439468067259,103.821808620881,VIVOCITY,mall
160,1.40642616289953,103.902238067127,WATERWAY POINT,mall
161,1.30374258287197,103.766092882107,WEST COAST PLAZA,mall
162,1.3501891656050602,103.749021976618,WEST MALL,mall
163,1.33428313049539,103.742870105512,WESTGATE,mall
164,1.30453635973283,103.830714231109,WHEELOCK PLACE,mall
165,1.37239898072244,103.949749226457,WHITE SANDS,mall
166,1.3036989067941298,103.833189592785,WISMA ATRIA,mall
167,1.31646238412035,103.896747965908,WISMA GEYLANG SERAI,mall
168,1.4179992628404,103.841236456898,WISTERIA MALL,mall
169,1.4456478700315902,103.798162285533,WOODLANDS MART,mall
170,1.4428457006918305,103.790825824274,WOODLANDS NORTH PLAZA,mall
171,1.39705741516143,103.746662121143,YEW TEE POINT,mall
172,1.3980473615301698,103.747084778932,YEW TEE SQUARE,mall
173,1.28480771842172,103.843483900908,YUE HWA BUILDING,mall
174,1.32694504456952,103.846554377679,ZHONGSHAN MALL,mall
175,1.3023159,103.8623317,CITY GATE,mall
176,1.2888386,103.846558,THE CENTRAL,mall
177,1.4299181,103.8364202,GOLDEN VILLAGE - YISHUN TEN,mall
178,1.3105635,103.7961072,RAFFLES HOLLAND V,mall
179,1.3330614,103.7435037,JEM,mall
180,1.3101122,103.8552908,MUSTAFA CENTRE,mall
181,1.3058098,103.8315073,SHAW HOUSE,mall
182,1.3171945,103.8436114,UNITED SQUARE,mall
183,1.3651149,103.8651595,MYVILLAGE @ SERANGOON,mall
